,AidData Project ID,aiddata_id,aiddata_2_id,year,donor,donor_iso,donor_region,implementing_agency,financing_agency,crs_bi_multi,recipient,recipient_iso,recipient_region,start_date,end_date,commitment_date,planned_start_date,planned_end_date,title,short_description,long_description,donor_project_id,donor_secondary_id,aiddata_sector_code,aiddata_sector_name,aiddata_purpose_code,aiddata_purpose_name,aiddata_activity_codes,aiddata_activity_names,flow_name,crs_sector_code,crs_sector_name,crs_purpose_code,crs_purpose_name,coalesced_purpose_code,coalesced_purpose_name,commitment_amount_usd_constant,total_project_cost,crs_trade,crs_climate,crs_biodiversity,crs_gender,crs_environment,crs_desertification,pdgg,channel_code,associated_financing,future_ds_principal_amount_usd_nominal,future_ds_interest_amount_usd_nominal,received_amount_usd_nominal,irtc_amount_usd_nominal,untied_amount_usd_nominal,tied_amount_usd_nominal,partial_tied_amount_usd_nominal,finance_t,arrears_interest_amount_usd_nominal,arrears_principal_amount_usd_nominal,initial_report,ftc,repay_type,outstanding_amount_usd_nominal,interest_amount_usd_nominal,expert_commitment_amount_usd_nominal,export_credit_amount_usd_nominal,expert_extended_amount_usd_nominal,additional_info,source,source_detail
349941,,116851549,NA,2012,United Nations Population Fund (UNFPA),,Multilaterals,PU,UNFPA,4,Peru,PE,South America,,,1/1/12,NA,NA,INMED ANDES - Maternal & Newborn Health,INMED ANDES - MATERNAL & NEWBORN HEALTH,INMED ANDES - Maternal & Newborn Health,,2012001882,130,Population policies/ programmes and reproductive health,NA,,,,ODA Grants,130,I.3. Population Pol./Progr. & Reproductive Health,13020,Reproductive health care,13020,Reproductive health care,41588,0,NA,NA,NA,0,NA,NA,NA,20000,NA,0,0,0,0,0,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
766226,,108558417,NA,2011,Spain,ES,Europe,Camila Films Cinematographic Foundation.,UNIV,1,Peru,PE,South America,3/23/11,12/31/11,1/1/11,NA,NA,"Internship: Training for the management of hotels in the amazon jungle, training workshops and qualification for tourism in communities of the Amazon region of Perí_.","INTERNSHIP: TRAINING FOR THE MANAGEMENT OF HOTELS IN THE AMAZON JUNGLE, TRAINING WORKSHOPS AND QUALIFICATION FOR TOURISM IN COMMUNITIES OF THE AMAZON",Se desarrollaríçn cursos príçcticos de turismo para aumentar la conciencia de la importancia de esta actividad creciente en la selva peruana.,2011-UNIV-0169-0001,2011011293,332,Tourism,33210,Tourism policy and administrative management,23010.02|23010.05,"Energy sector policy, planning and programs|Energy conservation",ODA Grants,332,III.3.b. Tourism,33210,Tourism policy and admin. management,33210,Tourism policy and administrative management,2892,0,NA,NA,NA,NA,NA,NA,NA,51000,NA,0,0,0,0,0,0,0,D02,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
897828,,105929425,NA,2011,Joint United Nations Programme on HIV/AIDS (UNAIDS),,Multilaterals,,,4,Peru,PE,South America,,,1/1/11,NA,NA,"Human resources and systems of government and civil society enhanced to develop, implement and scale up evidence informed comprehensive HIV responses","HUMAN RESOURCES AND SYSTEMS OF GOVERNMENT AND CIVIL SOCIETY ENHANCED TO DEVELOP, IMPLEMENT AND SCALE UP EVIDENCE INFORMED COMPREHENSIVE HIV RESPONSES",Interagency,,2011000362,130,Population policies/ programmes and reproductive health,13040,STD control including HIV/AIDS,31120.02|31120.01|31120.03,"Integrated agriculture projects|Agricultural development, activity unspecified or does not fit elsewhere in group|Farm development",ODA Grants,130,I.3. Population Pol./Progr. & Reproductive Health,13040,Std control including hiv/aids,13040,STD control including HIV/AIDS,499044,0,NA,NA,NA,NA,NA,NA,NA,50000,NA,0,0,0,0,0,0,0,C01,0,0,8,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
1143959,108054609,119670476,NA,2012,Spain,ES,Europe,ONUSIDA - Programa Conjunto de las Naciones Unidas sobre el VIH/SIDA,UNIV,1,Peru,PE,South America,12/31/11,12/30/12,1/1/12,NA,NA,Own program. Supporting the international voluntary work regarding development cooperation. A modality: short duration. 2012.,OWN PROGRAM. SUPPORTING THE INTERNATIONAL VOLUNTARY WORK REGARDING DEVELOPMENT COOPERATION. A MODALITY: SHORT DURATION. 2012.,"El voluntariado de la MODALIDAD A, ofrece el apoyo de una AYUDA ECONíñMICA para realizar una ESTANCIA INTERNACIONAL como voluntario, en el paí_s en ví_as de desarrollo de la preferencia del voluntario, con una duracií_n de ENTRE 1 y 3 MESES. --- original channelcode : 51001",009-050873-2,2012002421b,122,Basic health,12220,Basic health care,42010.01|15150.02|15150.05|15150.09,"Women in development, activity unspecified or does not fit elsewhere in group|Community participation and development|Other participatory planning and decision making procedures and institutions|Women's equality organisations and institutions",ODA Grants,122,I.2.b. Basic Health,12220,Basic health care,12220,Basic health care,1802,0,0,2,0,1,0,NA,0,51000,NA,0,0,0,0,0,1670.930591,0,D01,0,0,1,1,NA,0,0,0,0,0,,OECD,OECD Online 2012 - 2014 July
765150,,108524611,NA,2011,Spain,ES,Europe,Engineering without borders Association.,MUNIC,1,Peru,PE,South America,1/1/11,9/30/12,1/1/11,NA,NA,Development of learning communities for the improvement of the quality and equality in the secondary education of Pisco. Perí_.,DEVELOPMENT OF LEARNING COMMUNITIES FOR THE IMPROVEMENT OF THE QUALITY AND EQUALITY IN THE SECONDARY EDUCATION OF PISCO. PERí_.,"Segunda anualidad del proyecto dirigido a 21 colegios pí_blicos de secundaria con el que se ha conseguido desarrollar modelos educativos sostenibles, origen de polí_ticas educativas de medio y largo plazo, a traví©s de la innovacií_n, la implicacií_n de los actores educativos locales y el mejor acceso a los recursos. Se ha logrado implementar programas de formacií_n continua para docentes, se les ha dado acceso a recursos y materiales pedagí_gicos y se ha empoderado a la comunidades educativas por medio de la participacií_n activa. Esta accií_n amplí_a y completa una intervencií_n anterior de ayuda post-humanitaria, tras el terremoto que azotí_ la regií_n en 2007, realizada por la entidad y apoyada por la AECID",2011-EELL-2211-0001,2011007630,113,Secondary education,NA,,,,ODA Grants,113,I.1.c. Secondary Education,11320,Secondary education,11320,Secondary education,18777,0,NA,NA,NA,NA,NA,NA,NA,22000,NA,0,0,0,0,18776.75195,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
761686,,108415195,NA,2011,Spain,ES,Europe,Service Third World. SETEM Navarre,AG,1,Peru,PE,South America,12/27/11,12/27/12,1/1/11,NA,NA,Productive diversification for the Sustainability of Basic Organizations of the COOPNARANDINO.,PRODUCTIVE DIVERSIFICATION FOR THE SUSTAINABILITY OF BASIC ORGANIZATIONS OF THE COOPNARANDINO.,"El presente proyecto tiene como propí_sito diversificar la produccií_n con productos como caí±a de azí_car para el proceso de panela granulada, plíçtano dominico para chips, cacao y frutas tropicales para la elaboracií_n de mermeladas y así_ poder acceder a mercados especiales con la finalidad de que las organizaciones de base sean sostenibles. En el íçmbito del proyecto la agricultura es la actividad principal y una de las estrategias para generar mayores recursos para las familias es la diversificacií_n de la produccií_n con productos en produccií_n y adaptados a las condiciones locales, como es el caso de la caí±a de azí_car, banano, cacao, frutas, entre otros cultivos, donde se aplica una tecnologí_a sin agrotí_xicos y en armoní_a con el medio ambiente. El proyecto tiene tres ejes fundamentales como es el fortalecimiento de las organizaciones de base, industrializacií_n de productos y comercializacií_n eficiente.",009-000789-1,2011000420,321,Industry,NA,,,,ODA Grants,321,III.2.a. Industry,32161,Agro-industries,32120,Industrial development,94366,0,2,0,0,0,0,NA,0,22000,NA,0,0,0,0,94365.96218,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
286240,,98070900,NA,2010,United States,US,North & Central America,Organisation for Economic Co-operation and Development (Contributions to special funds for Technical,AGR,1,Peru,PE,South America,1/1/10,12/31/10,1/1/10,NA,NA,Live Bird Market Biosecurity workshop,LIVE BIRD MARKET BIOSECURITY WORKSHOP,APHIS sponsored a Review of Avian Influenza program in Peru to place control on biosecurity for live bird markets. Peru to Benefit from training and being armed with an important piece of AI surveillance.. From 02/23/2010 to 02/25/2010.,ATA00648,2010000894,311,Agriculture,NA,,,,ODA Grants,311,III.1.a. Agriculture,31181,Agricultural education/training,31181,Agricultural education/training,25533,0,2,0,0,NA,0,NA,0,10000,NA,0,0,0,0,0,25000,0,D02,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
234225,,107792085,NA,2011,Korea,KR,Far East Asia,Small & medium Business Corporation,MISC,1,Peru,PE,South America,1/1/11,12/31/11,1/1/11,NA,NA,APEC SME Innovation Consulting,APEC SME INNOVATION CONSULTING,"SBC in-house and external consultants are dispatched to APEC economies to conduct one-on-one consulting for SMEs in APEC region.Tailored consulting services are provided that reflect the needs of each company based on the diagnostic tools of SBC. Also, group seminar was given to share latest information on business structuring and corporate diagnosis service",20111510001,2011000679,250,Business and other services,NA,,,,ODA Grants,250,II.5. Business & Other Services,25010,Business support services & institutions,25010,Business support services and institutions,19868,0,2,0,0,0,0,NA,0,11000,NA,0,0,0,0,19868,0,0,D01,0,0,8,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
881864,,105131558,NA,2011,Canada,CA,North & Central America,Disabled Peoples' International,CIDA,1,Peru,PE,South America,4/8/11,8/31/12,1/1/11,NA,NA,Atlantic Council for International Cooperation - IAYI Internships 2011-2012 / Conseil atlantique pour la coopí©ration internationale - Stages SIJA 2011-2012,ATLANTIC COUNCIL FOR INTERNATIONAL COOPERATION - IAYI INTERNSHIPS 2011-2012 / CONSEIL ATLANTIQUE POUR LA COOPí_RATION INTERNATIONALE - STAGES SIJA 2011,"This project is part of CIDA's International Aboriginal Youth Internships (IAYI) initiative. The internships focus on increasing the awareness, engagement, and participation of Aboriginal youth in international development, while providing them with opportunities to expand their employment skills. CIDA provides up to $15,000 per internship to Canadian organizations that manage the internships and recruit interns. The IAYI initiative is part of CIDA's Global Citizens Program that seeks to raise awareness, increase knowledge and provide opportunities for youth to participate in international development. / Ce projet fait partie de l'initiative des Stages internationaux pour les jeunes Autochtones (SIJA) de l'ACDI. Ces stages visent íæ accroitre la sensibilisation, l'engagement et la participation des jeunes Autochtones íæ l'í©gard du dí©veloppement international, tout en leur donnant la chance d'í©largir leurs compí©tences professionnelles. L'ACDI fournit jusqu'íæ 15 000 $ par stage aux organisations canadiennes qui assurent la gestion des stages et le recrutement des stagiaires. L'initiative SIJA s'inscrit dans le programme Citoyens du monde de l'ACDI, un programme qui a comme objectif d'accroitre la sensibilisation, d'approfondir les connaissances et de fournir des occasions pour les jeunes de participer au dí©veloppement international.",S065452001,2.01E+13,311,Agriculture,31181,Agricultural education/training,11420.07|11420.03|11420.02,"Post-secondary education, teacher training|Post-secondary education infrastructure|Post-secondary education, policy and administrative management",ODA Grants,410,IV.1. General Environment Protection,41081,Environmental education/training,31181,Agricultural education/training,19604,0,0,1,0,2,2,NA,0,22000,NA,0,0,0,0,19603.68011,0,0,D01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
765110,,108523342,NA,2011,Spain,ES,Europe,Laborde Foundation (FUNCAL),MUNIC,1,Peru,PE,South America,6/1/11,12/30/11,1/1/11,NA,NA,Implementation of a Chicken and layin hens. Institute of Practical Training.,IMPLEMENTATION OF A CHICKEN AND LAYIN HENS. INSTITUTE OF PRACTICAL TRAINING.,"En esta segunda fase se haríç la compra de las aves, así_ como del alimento, plan sanitario y equipamiento necesario, con el fin de que el alumnado aprenda, mediante príçcticas realizadas en dicha granja, la forma de alimentacií_n, medicacií_n, limpieza y cuidado de las aves mencionadas para su crecimiento y puesta a punto en el mercado.",2011-EELL-0450-0001,2011007891,311,Agriculture,NA,,,,ODA Grants,311,III.1.a. Agriculture,31181,Agricultural education/training,31181,Agricultural education/training,23637,0,NA,NA,NA,NA,NA,NA,NA,22000,NA,0,0,0,0,23637.37486,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
198008,9.06E+11,106546370,NA,2011,Finland,FI,Europe,Finnish NGO Suomen lasten ja nuorten sí_í_tií_ ry,MFA,1,Peru,PE,South America,7/8/10,12/31/10,1/1/11,NA,NA,Promoting bioactive compounds in the Andean food materials and diets,PROMOTING BIOACTIVE COMPOUNDS IN THE ANDEAN FOOD MATERIALS AND DIETS,"The objective of this capacity- building project is to improve the skills of UNALMäó»s (Universidad Nacional Agraria) academic staff to produce and disseminate new knowledge to academia, authorities, consumers and industry about properties of Andean and Amazonian native edible plants and their use in promotion of nutrition. Peru has a vast amount of unexploited native food crops with potentially high nutritious and health-promoting properties. There is an acute need to characterize the potential health benefits of native food plants and promote their more efficient use for improvement of nutrition of Andean and Amazonian people. These activities require building of human and infrastructure capacity in the field of food and nutrition sciences.",45408101,2010100027,122,Basic health,12240,Basic nutrition,15110.05|15110.01|16020.02|15150.07|15150.09,"Development planning and preparation of structural reforms|Economic and development policy/planning, activity unspecified or does not fit elsewhere in group|Employment policy and planning|Human rights|Women's equality organisations and institutions",ODA Grants,122,I.2.b. Basic Health,12240,Basic nutrition,12240,Basic nutrition,597887,0,0,0,1,1,1,NA,0,51000,NA,0,0,0,0,597886.5406,0,0,C01,0,0,3,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
258331,,97045763,NA,2010,Spain,ES,Europe,National ConventionŒæof Peruvian Agriculture,AG,1,Peru,PE,South America,1/1/10,1/1/11,1/1/10,NA,NA,Peruvian biodiversity protection,PERUVIAN BIODIVERSITY PROTECTION,Contribuir a mejorar la calidad de vida de los pequeí±os productores andino-amazí_nicos promoviendo la conservacií_n y el uso sostenible de los recursos de agrobiodiversidad a traví©s de la gastronimí_a.,2010-BIL-CCAA-24292,2010008012,311,Agriculture,NA,,,,ODA Grants,311,III.1.a. Agriculture,31161,Food crop production,31120,Agricultural development,168450,0,0,0,2,0,2,NA,0,23000,NA,0,0,0,0,158940.3974,0,0,C01,0,0,1,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
761666,,108414487,NA,2011,Spain,ES,Europe,Nií±os del Tambo Association.,AG,1,Peru,PE,South America,12/19/11,10/8/12,1/1/11,NA,NA,"Improving the basic health and educational quality conditions for a sustainable human development of the people in the Lalaquiz district, Piura.","IMPROVING THE BASIC HEALTH AND EDUCATIONAL QUALITY CONDITIONS FOR A SUSTAINABLE HUMAN DEVELOPMENT OF THE PEOPLE IN THE LALAQUIZ DISTRICT, PIURA.","El proyecto es continuidad de las acciones iniciadas en el 2007 por FIAD y Albihar en el distrito de Lalaquiz para contribuir a mejorar las condiciones de vida de sus habitantes de forma sostenible con equidad de gí©nero. _x000D_Lalaquiz es una zona andina excluida del norte del Perí_, con altos í_ndices de pobreza (74.6%) y desnutricií_n (38%) y bajos niveles de educacií_n. La poblacií_n beneficiaria es de 1670 personas (796 mujeres y 874 hombres). Las acciones previstas estíçn dirigidas a la mejora de las condiciones de saneamiento bíçsico y la calidad educativa, todas con un enfoque transversal de equidad de gí©nero, sobre la base de 4 resultados: _x000D_1)Se construye un sistema de abastecimiento de agua potable en el caserí_o La Laguna y se ponen los medios para que la poblacií_n lo haga sostenible; 2)La poblacií_n mejora conocimientos y príçcticas en temas higií©nicos, preventivo- sanitarios y conservacií_n del medio ambiente; 3)Se mejora la calidad de la educacií_n pí_blica rural en 3 caserí_os del distrito (La Laguna, Papayo y Maray Grande) acercíçndolos a las nuevas tecnologí_as; 4)Se visibiliza y fortalece el papel de la mujer en el desarrollo comunal y de la familia, en equidad con el varí_n._x000D_El sistema de abastecimiento de agua potable disminuiríç las enfermedades gastrointestinales, ademíçs se busca concienciar a mujeres y varones en príçcticas sanitarias y ambientales saludables en todos los íçmbitos. Se pretende innovar la educacií_n, mediante la novedosa incorporacií_n de tecnologí_as de la informacií_n en las escuelas pí_blicas secundarias del distrito acompaí±ados de un programa de capacitacií_n en computacií_n e informíçtica para docentes y alumnos/as de secundaria. Se fomentaríç la participacií_n de la poblacií_n en la conformacií_n de organizaciones capaces del autosostenimiento de los servicios instalados. _x000D_Todas las acciones cuentan con la participacií_n y apoyo de la Municipalidad de Lalaquiz._x000D_",2011-CCAA-AND-0083-0001,2011012178,160,Other social infrastructure and services,16050,Multisector aid for social services ,22040.02|11105.01|12220.01|11320.01|14005.01|51010.05|43040.01|15150.09|11120.06,"Computers |Education, level unspecified, activity unspecified or does not fit under any other applicable codes|Basic health care, activity unspecified or does not fit elsewhere in group|Secondary education, activity unspecified or does not fit under any other applicable codes|Water Supply and Sanitation, activity unspecified or does not fit under any other applicable codes|General program assistance|Rural development, activity unspecified or does not fit elsewhere in this group |Women's equality organisations and institutions|Colloquia, seminars, lectures, etc.",ODA Grants,160,I.6. Other Social Infrastructure & Services,16050,Multisector aid for basic soc. serv.,16050,Multisector aid for social services ,416991,0,NA,0,0,0,1,NA,1,22000,NA,0,0,0,0,416991.1012,0,0,C01,0,0,1,NA,NA,0,0,0,0,0,,OECD,CRS Online 2012
1342365,9.06E+11,94660786,NA,2010,Belgium,BE,Europe,NGO CONSORT. CHAKA  (ADG Gembloux - CODEART - ISF) - 1968710,DGCD,1,Peru,PE,South America,1/1/09,12/31/12,1/1/10,NA,NA,Promotion du droit íæ la santí© des plus pauvres,PROMOTION DU DROIT íó LA SANTí_ DES PLUS PAUVRES,Promotion du droit íæ la santí© des plus pauvres,3006098,2010006098,121,"Health, general",12110,Health policy and administrative management,25010.08,General support to private sector enterprises,ODA Grants,121,"I.2.a. Health, General",12110,Health policy & admin. management,12110,Health policy and administrative management,46003,0,NA,0,0,1,0,NA,2,23000,NA,0,0,0,0,42949.27152,0,0,C01,0,0,8,1,NA,0,0,0,0,0,,OECD,CRS Online 2012
